WHO_code,WHO_label,PCU_code,PCU_label,THCC_distance,PCU_distance,specific,values
A21.9,"Tularaemia, unspecified",A21.9,Tularaemia unspecified,0,1,0,Tularaemia
A21.9,"Tularaemia, unspecified",A21.9,Tularaemia unspecified,0,1,-1,","
A21.9,"Tularaemia, unspecified",A21.9,Tularaemia unspecified,0,1,0, unspecified
A22.0,Cutaneous anthrax,A22.0,Cutaneous anthrax,0,0,0,Cutaneous anthrax
A22.1,Pulmonary anthrax,A22.1,Pulmonary anthrax,0,0,0,Pulmonary anthrax
A22.2,Gastrointestinal anthrax,A22.2,Gestrointestinal anthrax,0,1,0,G
A22.2,Gastrointestinal anthrax,A22.2,Gestrointestinal anthrax,0,1,-1,a
A22.2,Gastrointestinal anthrax,A22.2,Gestrointestinal anthrax,0,1,1,e
A22.2,Gastrointestinal anthrax,A22.2,Gestrointestinal anthrax,0,1,0,strointestinal anthrax
A22.7,Anthrax sepsis,A22.7,Anthrax septicaemia,0,7,0,Anthrax sep
A22.7,Anthrax sepsis,A22.7,Anthrax septicaemia,0,7,-1,sis
A22.7,Anthrax sepsis,A22.7,Anthrax septicaemia,0,7,1,ticaemia
A22.8,Other forms of anthrax,A22.8,Other forms of anthrax,0,0,0,Other forms of anthrax
A22.9,"Anthrax, unspecified",A22.9,Anthrax unspecified,0,1,0,Anthrax
A22.9,"Anthrax, unspecified",A22.9,Anthrax unspecified,0,1,-1,","
A22.9,"Anthrax, unspecified",A22.9,Anthrax unspecified,0,1,0, unspecified
A23.0,Brucellosis due to Brucella melitensis,A23.0,Brucellosis due to Brucella melitensis,0,0,0,Brucellosis due to Brucella melitensis
A23.1,Brucellosis due to Brucella abortus,A23.1,Brucellosis due to Brucella abortus,0,0,0,Brucellosis due to Brucella abortus
A23.2,Brucellosis due to Brucella suis,A23.2,Brucellosis due to Brucella suis,0,0,0,Brucellosis due to Brucella suis
A23.3,Brucellosis due to Brucella canis,A23.3,Brucellosis due to Brucella canis,0,0,0,Brucellosis due to Brucella canis
A23.8,Other brucellosis,A23.8,Other brucellosis,0,0,0,Other brucellosis
A23.9,"Brucellosis, unspecified",A23.9,Brucellosis unspecified,0,1,0,Brucellosis
A23.9,"Brucellosis, unspecified",A23.9,Brucellosis unspecified,0,1,-1,","
A23.9,"Brucellosis, unspecified",A23.9,Brucellosis unspecified,0,1,0, unspecified
A24.0,Glanders,A24.0,Glanders,0,0,0,Glanders
A24.1,Acute and fulminating melioidosis,A24.1,Acute and fulminating melioidosis,0,0,0,Acute and fulminating melioidosis
A24.2,Subacute and chronic melioidosis,A24.2,Subacute and chronic melioidosis,0,0,0,Subacute and chronic melioidosis
A24.3,Other melioidosis,A24.3,Other melioidosis,0,0,0,Other melioidosis
A24.4,"Melioidosis, unspecified",A24.4,Melioidosis unspecified,0,1,0,Melioidosis
A24.4,"Melioidosis, unspecified",A24.4,Melioidosis unspecified,0,1,-1,","
A24.4,"Melioidosis, unspecified",A24.4,Melioidosis unspecified,0,1,0, unspecified
A25.0,Spirillosis,A25.0,Spirillosis,0,0,0,Spirillosis
A25.1,Streptobacillosis,A25.1,Streptobacillosis,0,0,0,Streptobacillosis
A25.9,"Rat-bite fever, unspecified",A25.9,Rat-bite feverunspecified,1,2,0,Rat-bite fever
A25.9,"Rat-bite fever, unspecified",A25.9,Rat-bite feverunspecified,1,2,-1,", "
A25.9,"Rat-bite fever, unspecified",A25.9,Rat-bite feverunspecified,1,2,0,unspecified
A26.0,Cutaneous erysipeloid,A26.0,Cutaneous erysipeloid,0,0,0,Cutaneous erysipeloid
A26.7,Erysipelothrix sepsis,A26.7,Erysipelothrix septicaemia,0,7,0,Erysipelothrix sep
A26.7,Erysipelothrix sepsis,A26.7,Erysipelothrix septicaemia,0,7,-1,sis
A26.7,Erysipelothrix sepsis,A26.7,Erysipelothrix septicaemia,0,7,1,ticaemia
A26.8,Other forms of erysipeloid,A26.8,Other forms of erysipeloid,0,0,0,Other forms of erysipeloid
A26.9,"Erysipeloid, unspecified",A26.9,Erysipeloid unspecified,0,1,0,Erysipeloid
A26.9,"Erysipeloid, unspecified",A26.9,Erysipeloid unspecified,0,1,-1,","
A26.9,"Erysipeloid, unspecified",A26.9,Erysipeloid unspecified,0,1,0, unspecified
A27.0,Leptospirosis icterohaemorrhagica,A27.0,Leptospirosis icterohaemorrhagica,0,0,0,Leptospirosis icterohaemorrhagica
A27.8,Other forms of leptospirosis,A27.8,Other forms of leptospirosis,0,0,0,Other forms of leptospirosis
A27.9,"Leptospirosis, unspecified",A27.9,Leptospirosis unspecified,2,1,0,Leptospirosis
A27.9,"Leptospirosis, unspecified",A27.9,Leptospirosis unspecified,2,1,-1,","
A27.9,"Leptospirosis, unspecified",A27.9,Leptospirosis unspecified,2,1,0, unspecified
A28.0,Pasteurellosis,A28.0,Pasteurellosis,0,0,0,Pasteurellosis
A28.1,Cat-scratch disease,A28.1,Cat-scratch disease,0,0,0,Cat-scratch disease
A28.2,Extraintestinal yersiniosis,A28.2,Extraintestinal yersiniosis,0,0,0,Extraintestinal yersiniosis
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",A28.8,Other specified zoonotic bacterial diseases not elsewhere classified,1,1,0,Other specified zoonotic bacterial diseases
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",A28.8,Other specified zoonotic bacterial diseases not elsewhere classified,1,1,-1,","
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",A28.8,Other specified zoonotic bacterial diseases not elsewhere classified,1,1,0, not elsewhere classified
A28.9,"Zoonotic bacterial disease, unspecified",A28.9,Zoonotic bacterial diseaseunspecified,1,2,0,Zoonotic bacterial disease
A28.9,"Zoonotic bacterial disease, unspecified",A28.9,Zoonotic bacterial diseaseunspecified,1,2,-1,", "
A28.9,"Zoonotic bacterial disease, unspecified",A28.9,Zoonotic bacterial diseaseunspecified,1,2,0,unspecified
A30.0,Indeterminate leprosy,A30.0,Indeterminate leprosy,0,0,0,Indeterminate leprosy
A30.1,Tuberculoid leprosy,A30.1,Tuberculoid leprosy,0,0,0,Tuberculoid leprosy
A30.2,Borderline tuberculoid leprosy,A30.2,Borderline tuberculoid leprosy,0,0,0,Borderline tuberculoid leprosy
A30.3,Borderline leprosy,A30.3,Borderline leprosy,0,0,0,Borderline leprosy
A30.4,Borderline lepromatous leprosy,A30.4,Borderline lepromatous leprosy,0,0,0,Borderline lepromatous leprosy
A30.5,Lepromatous leprosy,A30.5,Lepromatous leprosy,0,0,0,Lepromatous leprosy
A30.8,Other forms of leprosy,A30.8,Other forms of leprosy,1,0,0,Other forms of leprosy
A30.9,"Leprosy, unspecified",A30.9,Leprosy unspecified,2,1,0,Leprosy
A30.9,"Leprosy, unspecified",A30.9,Leprosy unspecified,2,1,-1,","
A30.9,"Leprosy, unspecified",A30.9,Leprosy unspecified,2,1,0, unspecified
A31.0,Pulmonary mycobacterial infection,A31.0,Pulmonary mycobacterial infection,0,0,0,Pulmonary mycobacterial infection
A31.1,Cutaneous mycobacterial infection,A31.1,Cutaneous mycobacterial infection,0,0,0,Cutaneous mycobacterial infection
A31.8,Other mycobacterial infections,A31.8,Other mycobacterial infections,0,0,0,Other mycobacterial infections
A31.9,"Mycobacterial infection, unspecified",A31.9,Mycobacterial infection unspecified,0,1,0,Mycobacterial infection
A31.9,"Mycobacterial infection, unspecified",A31.9,Mycobacterial infection unspecified,0,1,-1,","
A31.9,"Mycobacterial infection, unspecified",A31.9,Mycobacterial infection unspecified,0,1,0, unspecified
A32.0,Cutaneous listeriosis,A32.0,Cutaneous listeriosis,0,0,0,Cutaneous listeriosis
A32.1,Listerial meningitis and meningoencephalitis,A32.1,Listerial meningitis and meningoencephalitis,0,0,0,Listerial meningitis and meningoencephalitis
A32.7,Listerial sepsis,A32.7,Listerial septicaemia,0,7,0,Listerial sep
A32.7,Listerial sepsis,A32.7,Listerial septicaemia,0,7,-1,sis
A32.7,Listerial sepsis,A32.7,Listerial septicaemia,0,7,1,ticaemia
A32.8,Other forms of listeriosis,A32.8,Other forms of listeriosis,0,0,0,Other forms of listeriosis
A32.9,"Listeriosis, unspecified",A32.9,Listeriosis unspecified,2,1,0,Listeriosis
A32.9,"Listeriosis, unspecified",A32.9,Listeriosis unspecified,2,1,-1,","
A32.9,"Listeriosis, unspecified",A32.9,Listeriosis unspecified,2,1,0, unspecified
A36.0,Pharyngeal diphtheria,A36.0,Pharyngeal diphtheria,0,0,0,Pharyngeal diphtheria
A36.1,Nasopharyngeal diphtheria,A36.1,Nasopharyngeal diphtheria,0,0,0,Nasopharyngeal diphtheria
A36.2,Laryngeal diphtheria,A36.2,Laryngeal diphtheria,0,0,0,Laryngeal diphtheria
A36.3,Cutaneous diphtheria,A36.3,Cutaneous diphtheria,0,0,0,Cutaneous diphtheria
A36.8,Other diphtheria,A36.8,Other diphtheria,0,0,0,Other diphtheria
A36.9,"Diphtheria, unspecified",A36.9,Diphtheria unspecified,2,1,0,Diphtheria
A36.9,"Diphtheria, unspecified",A36.9,Diphtheria unspecified,2,1,-1,","
A36.9,"Diphtheria, unspecified",A36.9,Diphtheria unspecified,2,1,0, unspecified
A37.0,Whooping cough due to Bordetella pertussis,A37.0,Whooping cough due to Bordetella pertusis,0,1,0,Whooping cough due to Bordetella pertus
A37.0,Whooping cough due to Bordetella pertussis,A37.0,Whooping cough due to Bordetella pertusis,0,1,-1,s
A37.0,Whooping cough due to Bordetella pertussis,A37.0,Whooping cough due to Bordetella pertusis,0,1,0,is
A37.1,Whooping cough due to Bordetella parapertussis,A37.1,Whooping cough due to Bordetella parapertussis,0,0,0,Whooping cough due to Bordetella parapertussis
A37.8,Whooping cough due to other Bordetella species,A37.8,Whooping cough due to other Bordetella species,0,0,0,Whooping cough due to other Bordetella species
A37.9,"Whooping cough, unspecified",A37.9,Whooping coughunspecified,1,2,0,Whooping cough
A37.9,"Whooping cough, unspecified",A37.9,Whooping coughunspecified,1,2,-1,", "
A37.9,"Whooping cough, unspecified",A37.9,Whooping coughunspecified,1,2,0,unspecified
A39.0,Meningococcal meningitis (G01 *),A39.0,Meningococcal meningitis [G01*],3,3,0,Meningococcal meningitis 
A39.0,Meningococcal meningitis (G01 *),A39.0,Meningococcal meningitis [G01*],3,3,-1,(
A39.0,Meningococcal meningitis (G01 *),A39.0,Meningococcal meningitis [G01*],3,3,1,[
A39.0,Meningococcal meningitis (G01 *),A39.0,Meningococcal meningitis [G01*],3,3,0,G01
A39.0,Meningococcal meningitis (G01 *),A39.0,Meningococcal meningitis [G01*],3,3,-1, *)
A39.0,Meningococcal meningitis (G01 *),A39.0,Meningococcal meningitis [G01*],3,3,1,*]
A39.1,Waterhouse-Friderichsen syndrome (E35.1 *),A39.1,Waterhouse-Friderichsen syndrome [E351*],3,4,0,Waterhouse-Friderichsen syndrome 
A39.1,Waterhouse-Friderichsen syndrome (E35.1 *),A39.1,Waterhouse-Friderichsen syndrome [E351*],3,4,-1,(
A39.1,Waterhouse-Friderichsen syndrome (E35.1 *),A39.1,Waterhouse-Friderichsen syndrome [E351*],3,4,1,[
A39.1,Waterhouse-Friderichsen syndrome (E35.1 *),A39.1,Waterhouse-Friderichsen syndrome [E351*],3,4,0,E35
A39.1,Waterhouse-Friderichsen syndrome (E35.1 *),A39.1,Waterhouse-Friderichsen syndrome [E351*],3,4,-1,.1 *)
A39.1,Waterhouse-Friderichsen syndrome (E35.1 *),A39.1,Waterhouse-Friderichsen syndrome [E351*],3,4,1,1*]
A39.2,Acute meningococcaemia,A39.2,Acute meningococcaemia,0,0,0,Acute meningococcaemia
A39.3,Chronic meningococcaemia,A39.3,Chronic meningococcaemia,0,0,0,Chronic meningococcaemia
A39.4,"Meningococcaemia, unspecified",A39.4,Meningococcaemia unspecified,2,1,0,Meningococcaemia
A39.4,"Meningococcaemia, unspecified",A39.4,Meningococcaemia unspecified,2,1,-1,","
A39.4,"Meningococcaemia, unspecified",A39.4,Meningococcaemia unspecified,2,1,0, unspecified
A39.5,Meningococcal heart disease,A39.5,Meningococcal heart disease,0,0,0,Meningococcal heart disease
A39.8,Other meningococcal infections,A39.8,Other meningococcal infections,0,0,0,Other meningococcal infections
A39.9,"Meningococcal infection, unspecified",A39.9,Meningococcal infection unspecified,1,1,0,Meningococcal infection
A39.9,"Meningococcal infection, unspecified",A39.9,Meningococcal infection unspecified,1,1,-1,","
A39.9,"Meningococcal infection, unspecified",A39.9,Meningococcal infection unspecified,1,1,0, unspecified
A40.0,"Sepsis due to streptococcus, group A",A40.0,Septicemia due to streptococcus group A,0,7,0,Sep
A40.0,"Sepsis due to streptococcus, group A",A40.0,Septicemia due to streptococcus group A,0,7,-1,sis
A40.0,"Sepsis due to streptococcus, group A",A40.0,Septicemia due to streptococcus group A,0,7,1,ticemia
A40.0,"Sepsis due to streptococcus, group A",A40.0,Septicemia due to streptococcus group A,0,7,0, due to streptococcus
A40.0,"Sepsis due to streptococcus, group A",A40.0,Septicemia due to streptococcus group A,0,7,-1,","
A40.0,"Sepsis due to streptococcus, group A",A40.0,Septicemia due to streptococcus group A,0,7,0, group A
A40.1,"Sepsis due to streptococcus, group B",A40.1,Septicemia due to streptococcus group B,0,7,0,Sep
A40.1,"Sepsis due to streptococcus, group B",A40.1,Septicemia due to streptococcus group B,0,7,-1,sis
A40.1,"Sepsis due to streptococcus, group B",A40.1,Septicemia due to streptococcus group B,0,7,1,ticemia
A40.1,"Sepsis due to streptococcus, group B",A40.1,Septicemia due to streptococcus group B,0,7,0, due to streptococcus
A40.1,"Sepsis due to streptococcus, group B",A40.1,Septicemia due to streptococcus group B,0,7,-1,","
A40.1,"Sepsis due to streptococcus, group B",A40.1,Septicemia due to streptococcus group B,0,7,0, group B
A40.2,"Sepsis due to streptococcus, group D",A40.2,Septicemia due to streptococcus group D,0,7,0,Sep
A40.2,"Sepsis due to streptococcus, group D",A40.2,Septicemia due to streptococcus group D,0,7,-1,sis
A40.2,"Sepsis due to streptococcus, group D",A40.2,Septicemia due to streptococcus group D,0,7,1,ticemia
A40.2,"Sepsis due to streptococcus, group D",A40.2,Septicemia due to streptococcus group D,0,7,0, due to streptococcus
A40.2,"Sepsis due to streptococcus, group D",A40.2,Septicemia due to streptococcus group D,0,7,-1,","
A40.2,"Sepsis due to streptococcus, group D",A40.2,Septicemia due to streptococcus group D,0,7,0, group D
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,0,Sep
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,-1,sis
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,1,ticemia
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,0, due to 
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,-1,S
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,1,s
A40.3,Sepsis due to Streptococcus pneumoniae,A40.3,Septicemia due to streptococcus pneumoniae,1,6,0,treptococcus pneumoniae
A40.8,Other streptococcal sepsis,A40.8,Other streptococcal septicaemia,1,7,0,Other streptococcal sep
A40.8,Other streptococcal sepsis,A40.8,Other streptococcal septicaemia,1,7,-1,sis
A40.8,Other streptococcal sepsis,A40.8,Other streptococcal septicaemia,1,7,1,ticaemia
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,0,Str
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,-1,e
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,1,a
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,0,ptococcal sep
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,-1,"sis,"
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,1,ticaemia
A40.9,"Streptococcal sepsis, unspecified",A40.9,Straptococcal septicaemia unspecified,1,8,0, unspecified
