code,label,description,distance,specific,values
B00.4,Herpesviral encephalitis (G05.1 *),Herpesviral encephalitis (G05.1),2,0,Herpesviral encephalitis (G05.1
B00.4,Herpesviral encephalitis (G05.1 *),Herpesviral encephalitis (G05.1),2,-1, *
B00.4,Herpesviral encephalitis (G05.1 *),Herpesviral encephalitis (G05.1),2,0,)
B01.0,Varicella meningitis (G02.0 *),Varicella meningitis (G02.0),2,0,Varicella meningitis (G02.0
B01.0,Varicella meningitis (G02.0 *),Varicella meningitis (G02.0),2,-1, *
B01.0,Varicella meningitis (G02.0 *),Varicella meningitis (G02.0),2,0,)
B01.1,Varicella encephalitis (G05.1 *),Varicella encephalitis (G05.1),2,0,Varicella encephalitis (G05.1
B01.1,Varicella encephalitis (G05.1 *),Varicella encephalitis (G05.1),2,-1, *
B01.1,Varicella encephalitis (G05.1 *),Varicella encephalitis (G05.1),2,0,)
B01.2,Varicella pneumonia (J17.1 *),Varicella  pneumonia (J17.1*),2,0,Varicella 
B01.2,Varicella pneumonia (J17.1 *),Varicella  pneumonia (J17.1*),2,1, 
B01.2,Varicella pneumonia (J17.1 *),Varicella  pneumonia (J17.1*),2,0,pneumonia (J17.1
B01.2,Varicella pneumonia (J17.1 *),Varicella  pneumonia (J17.1*),2,-1, 
B01.2,Varicella pneumonia (J17.1 *),Varicella  pneumonia (J17.1*),2,0,*)
B02.0,Zoster encephalitis (G05.1 *),Zoster encephalitis (G05.1*),1,0,Zoster encephalitis (G05.1
B02.0,Zoster encephalitis (G05.1 *),Zoster encephalitis (G05.1*),1,-1, 
B02.0,Zoster encephalitis (G05.1 *),Zoster encephalitis (G05.1*),1,0,*)
B02.1,Zoster meningitis (G02.0 *),Zoster meningitis (G02.0*),1,0,Zoster meningitis (G02.0
B02.1,Zoster meningitis (G02.0 *),Zoster meningitis (G02.0*),1,-1, 
B02.1,Zoster meningitis (G02.0 *),Zoster meningitis (G02.0*),1,0,*)
B05.0,Measles complicated by encephalitis (G05.1 *),Measles complicated by  encephalitis (G05.1*),2,0,Measles complicated by 
B05.0,Measles complicated by encephalitis (G05.1 *),Measles complicated by  encephalitis (G05.1*),2,1, 
B05.0,Measles complicated by encephalitis (G05.1 *),Measles complicated by  encephalitis (G05.1*),2,0,encephalitis (G05.1
B05.0,Measles complicated by encephalitis (G05.1 *),Measles complicated by  encephalitis (G05.1*),2,-1, 
B05.0,Measles complicated by encephalitis (G05.1 *),Measles complicated by  encephalitis (G05.1*),2,0,*)
B05.1,Measles complicated by meningitis (G02.0 *),Measles complicated by meningitis (G02.0*),1,0,Measles complicated by meningitis (G02.0
B05.1,Measles complicated by meningitis (G02.0 *),Measles complicated by meningitis (G02.0*),1,-1, 
B05.1,Measles complicated by meningitis (G02.0 *),Measles complicated by meningitis (G02.0*),1,0,*)
B05.2,Measles complicated by pneumonia (J17.1 *),Measles complicated by pneumonia (J17.1*),1,0,Measles complicated by pneumonia (J17.1
B05.2,Measles complicated by pneumonia (J17.1 *),Measles complicated by pneumonia (J17.1*),1,-1, 
B05.2,Measles complicated by pneumonia (J17.1 *),Measles complicated by pneumonia (J17.1*),1,0,*)
B05.3,Measles complicated by otitis media (H67.1 *),Measles complicated by otitis media (H67.1*),1,0,Measles complicated by otitis media (H67.1
B05.3,Measles complicated by otitis media (H67.1 *),Measles complicated by otitis media (H67.1*),1,-1, 
B05.3,Measles complicated by otitis media (H67.1 *),Measles complicated by otitis media (H67.1*),1,0,*)
B17.0,Acute delta-(super)infection of hepatitis B carrier,Acute delta-(super) infection of hepatitis B carrier,1,0,Acute delta-(super)
B17.0,Acute delta-(super)infection of hepatitis B carrier,Acute delta-(super) infection of hepatitis B carrier,1,1, 
B17.0,Acute delta-(super)infection of hepatitis B carrier,Acute delta-(super) infection of hepatitis B carrier,1,0,infection of hepatitis B carrier
B20.0,HIV disease resulting in mycobacterial infection,HIV disease  resulting in mycobacterial infection,1,0,HIV disease 
B20.0,HIV disease resulting in mycobacterial infection,HIV disease  resulting in mycobacterial infection,1,1, 
B20.0,HIV disease resulting in mycobacterial infection,HIV disease  resulting in mycobacterial infection,1,0,resulting in mycobacterial infection
B20.1,HIV disease resulting in other bacterial infections,HIV disease  resulting in other bacterial infections,1,0,HIV disease 
B20.1,HIV disease resulting in other bacterial infections,HIV disease  resulting in other bacterial infections,1,1, 
B20.1,HIV disease resulting in other bacterial infections,HIV disease  resulting in other bacterial infections,1,0,resulting in other bacterial infections
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,0,HIV disease 
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,1, 
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,0,resulting in cytomegaloviral dis
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,-1,e
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,0,a
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,1,e
B20.2,HIV disease resulting in cytomegaloviral disease,HIV disease  resulting in cytomegaloviral disaese,3,0,se
B20.3,HIV disease resulting in other viral infections,HIV disease  resulting in other viral infections,1,0,HIV disease 
B20.3,HIV disease resulting in other viral infections,HIV disease  resulting in other viral infections,1,1, 
B20.3,HIV disease resulting in other viral infections,HIV disease  resulting in other viral infections,1,0,resulting in other viral infections
B20.4,HIV disease resulting in candidiasis,HIV disease  resulting in candidiasis,1,0,HIV disease 
B20.4,HIV disease resulting in candidiasis,HIV disease  resulting in candidiasis,1,1, 
B20.4,HIV disease resulting in candidiasis,HIV disease  resulting in candidiasis,1,0,resulting in candidiasis
B20.5,HIV disease resulting in other mycoses,HIV disease  resulting in other mycoses,1,0,HIV disease 
B20.5,HIV disease resulting in other mycoses,HIV disease  resulting in other mycoses,1,1, 
B20.5,HIV disease resulting in other mycoses,HIV disease  resulting in other mycoses,1,0,resulting in other mycoses
B20.7,HIV disease resulting in multiple infections,HIV disease  resulting in multiple infections,1,0,HIV disease 
B20.7,HIV disease resulting in multiple infections,HIV disease  resulting in multiple infections,1,1, 
B20.7,HIV disease resulting in multiple infections,HIV disease  resulting in multiple infections,1,0,resulting in multiple infections
B20.8,HIV disease resulting in other infectious and parasitic diseases,HIV disease  resulting in other infectious and parasitic diseases,1,0,HIV disease 
B20.8,HIV disease resulting in other infectious and parasitic diseases,HIV disease  resulting in other infectious and parasitic diseases,1,1, 
B20.8,HIV disease resulting in other infectious and parasitic diseases,HIV disease  resulting in other infectious and parasitic diseases,1,0,resulting in other infectious and parasitic diseases
B20.9,HIV disease resulting in unspecified infectious or parasitic disease,HIV disease  resulting in unspecified infectious or parasitic disease,1,0,HIV disease 
B20.9,HIV disease resulting in unspecified infectious or parasitic disease,HIV disease  resulting in unspecified infectious or parasitic disease,1,1, 
B20.9,HIV disease resulting in unspecified infectious or parasitic disease,HIV disease  resulting in unspecified infectious or parasitic disease,1,0,resulting in unspecified infectious or parasitic disease
B21.0,HIV disease resulting in Kaposi sarcoma,HIV disease  resulting in Kaposi sarcoma,1,0,HIV disease 
B21.0,HIV disease resulting in Kaposi sarcoma,HIV disease  resulting in Kaposi sarcoma,1,1, 
B21.0,HIV disease resulting in Kaposi sarcoma,HIV disease  resulting in Kaposi sarcoma,1,0,resulting in Kaposi sarcoma
B21.1,HIV disease resulting in Burkitt lymphoma,HIV disease  resulting in Burkitt lymphoma,1,0,HIV disease 
B21.1,HIV disease resulting in Burkitt lymphoma,HIV disease  resulting in Burkitt lymphoma,1,1, 
B21.1,HIV disease resulting in Burkitt lymphoma,HIV disease  resulting in Burkitt lymphoma,1,0,resulting in Burkitt lymphoma
B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma,HIV disease  resulting in other types of non-Hodgkin's lymphoma,3,0,HIV disease 
B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma,HIV disease  resulting in other types of non-Hodgkin's lymphoma,3,1, 
B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma,HIV disease  resulting in other types of non-Hodgkin's lymphoma,3,0,resulting in other types of non-Hodgkin
B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma,HIV disease  resulting in other types of non-Hodgkin's lymphoma,3,1,'s
B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma,HIV disease  resulting in other types of non-Hodgkin's lymphoma,3,0, lymphoma
B21.3,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","HIV disease  resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",1,0,HIV disease 
B21.3,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","HIV disease  resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1, 
B21.3,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","HIV disease  resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",1,0,"resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"
B21.7,HIV disease resulting in multiple malignant neoplasms,HIV disease  resulting in multiple malignant neoplasms,1,0,HIV disease 
B21.7,HIV disease resulting in multiple malignant neoplasms,HIV disease  resulting in multiple malignant neoplasms,1,1, 
B21.7,HIV disease resulting in multiple malignant neoplasms,HIV disease  resulting in multiple malignant neoplasms,1,0,resulting in multiple malignant neoplasms
B21.8,HIV disease resulting in other malignant neoplasms,HIV disease  resulting in other malignant neoplasms,1,0,HIV disease 
B21.8,HIV disease resulting in other malignant neoplasms,HIV disease  resulting in other malignant neoplasms,1,1, 
B21.8,HIV disease resulting in other malignant neoplasms,HIV disease  resulting in other malignant neoplasms,1,0,resulting in other malignant neoplasms
B21.9,HIV disease resulting in unspecified malignant neoplasm,HIV disease  resulting in unspecified malignant neoplasm,1,0,HIV disease 
B21.9,HIV disease resulting in unspecified malignant neoplasm,HIV disease  resulting in unspecified malignant neoplasm,1,1, 
B21.9,HIV disease resulting in unspecified malignant neoplasm,HIV disease  resulting in unspecified malignant neoplasm,1,0,resulting in unspecified malignant neoplasm
B22.0,HIV disease resulting in encephalopathy,HIV disease  resulting in encephalopathy,1,0,HIV disease 
B22.0,HIV disease resulting in encephalopathy,HIV disease  resulting in encephalopathy,1,1, 
B22.0,HIV disease resulting in encephalopathy,HIV disease  resulting in encephalopathy,1,0,resulting in encephalopathy
B22.1,HIV disease resulting in lymphoid interstitial pneumonitis,HIV disease  resulting in lymphoid interstitial pneumonitis,1,0,HIV disease 
B22.1,HIV disease resulting in lymphoid interstitial pneumonitis,HIV disease  resulting in lymphoid interstitial pneumonitis,1,1, 
B22.1,HIV disease resulting in lymphoid interstitial pneumonitis,HIV disease  resulting in lymphoid interstitial pneumonitis,1,0,resulting in lymphoid interstitial pneumonitis
B22.2,HIV disease resulting in wasting syndrome,HIV disease  resulting in wasting syndrome,1,0,HIV disease 
B22.2,HIV disease resulting in wasting syndrome,HIV disease  resulting in wasting syndrome,1,1, 
B22.2,HIV disease resulting in wasting syndrome,HIV disease  resulting in wasting syndrome,1,0,resulting in wasting syndrome
B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,0,HIV disease resulting in haematological and immunological abnormalities
B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,-1,","
B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,0, 
B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,1,","
B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,0,not elsewhere classified
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,0,Cytomegaloviral pneumonitis 
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,-1,(
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,1,[
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,0,J17.1
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,-1, 
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,0,*
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,-1,)
B25.0,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,1,]
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,0,Cytomegaloviral hepatitis 
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,-1,(
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,1,[
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,0,K77.0
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,-1, 
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,0,*
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,-1,)
B25.1,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,1,]
B25.2,Cytomegaloviral pancreatitis (K87.1 *),Cytomegaloviral pancreatitis (K87.1*),1,0,Cytomegaloviral pancreatitis (K87.1
B25.2,Cytomegaloviral pancreatitis (K87.1 *),Cytomegaloviral pancreatitis (K87.1*),1,-1, 
B25.2,Cytomegaloviral pancreatitis (K87.1 *),Cytomegaloviral pancreatitis (K87.1*),1,0,*)
B25.8,Other cytomegaloviral diseases,Other cytomegalovial diseases,1,0,Other cytomegalovi
B25.8,Other cytomegaloviral diseases,Other cytomegalovial diseases,1,-1,r
B25.8,Other cytomegaloviral diseases,Other cytomegalovial diseases,1,0,al diseases
B25.9,"Cytomegaloviral disease, unspecified","Cytomegaloviral diseases, unspecified",1,0,Cytomegaloviral disease
B25.9,"Cytomegaloviral disease, unspecified","Cytomegaloviral diseases, unspecified",1,1,s
B25.9,"Cytomegaloviral disease, unspecified","Cytomegaloviral diseases, unspecified",1,0,", unspecified"
B26.0,Mumps orchitis (N51.1 *),Mumps orchitis (N51.1*),1,0,Mumps orchitis (N51.1
B26.0,Mumps orchitis (N51.1 *),Mumps orchitis (N51.1*),1,-1, 
B26.0,Mumps orchitis (N51.1 *),Mumps orchitis (N51.1*),1,0,*)
B26.1,Mumps meningitis (G02.0 *),Mumps meningitis (G02.0*),1,0,Mumps meningitis (G02.0
B26.1,Mumps meningitis (G02.0 *),Mumps meningitis (G02.0*),1,-1, 
B26.1,Mumps meningitis (G02.0 *),Mumps meningitis (G02.0*),1,0,*)
B26.2,Mumps encephalitis (G05.1 *),Mumps encephalitis (G05.1*),1,0,Mumps encephalitis (G05.1
