code,label,descruption,distance,specific,values
B,HIV disease resulting in other malignant neoplasms,HIV disease  resulting in other malignant neoplasms,1,0,resulting in other malignant neoplasms
B,HIV disease resulting in unspecified malignant neoplasm,HIV disease  resulting in unspecified malignant neoplasm,1,0,HIV disease 
B,HIV disease resulting in unspecified malignant neoplasm,HIV disease  resulting in unspecified malignant neoplasm,1,1, 
B,HIV disease resulting in unspecified malignant neoplasm,HIV disease  resulting in unspecified malignant neoplasm,1,0,resulting in unspecified malignant neoplasm
B,HIV disease resulting in encephalopathy,HIV disease  resulting in encephalopathy,1,0,HIV disease 
B,HIV disease resulting in encephalopathy,HIV disease  resulting in encephalopathy,1,1, 
B,HIV disease resulting in encephalopathy,HIV disease  resulting in encephalopathy,1,0,resulting in encephalopathy
B,HIV disease resulting in lymphoid interstitial pneumonitis,HIV disease  resulting in lymphoid interstitial pneumonitis,1,0,HIV disease 
B,HIV disease resulting in lymphoid interstitial pneumonitis,HIV disease  resulting in lymphoid interstitial pneumonitis,1,1, 
B,HIV disease resulting in lymphoid interstitial pneumonitis,HIV disease  resulting in lymphoid interstitial pneumonitis,1,0,resulting in lymphoid interstitial pneumonitis
B,HIV disease resulting in wasting syndrome,HIV disease  resulting in wasting syndrome,1,0,HIV disease 
B,HIV disease resulting in wasting syndrome,HIV disease  resulting in wasting syndrome,1,1, 
B,HIV disease resulting in wasting syndrome,HIV disease  resulting in wasting syndrome,1,0,resulting in wasting syndrome
B,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,0,HIV disease resulting in haematological and immunological abnormalities
B,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,-1,","
B,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,0, 
B,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,1,","
B,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified","HIV disease resulting in haematological and immunological abnormalities ,not elsewhere classified",2,0,not elsewhere classified
B,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,0,Cytomegaloviral pneumonitis 
B,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,-1,(
B,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,1,[
B,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,0,J17.1
B,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,-1, *)
B,Cytomegaloviral pneumonitis (J17.1 *),Cytomegaloviral pneumonitis [J17.1*],3,1,*]
B,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,0,Cytomegaloviral hepatitis 
B,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,-1,(
B,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,1,[
B,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,0,K77.0
B,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,-1, *)
B,Cytomegaloviral hepatitis (K77.0 *),Cytomegaloviral hepatitis [K77.0*],3,1,*]
B,Cytomegaloviral pancreatitis (K87.1 *),Cytomegaloviral pancreatitis (K87.1*),1,0,Cytomegaloviral pancreatitis (K87.1
B,Cytomegaloviral pancreatitis (K87.1 *),Cytomegaloviral pancreatitis (K87.1*),1,-1, 
B,Cytomegaloviral pancreatitis (K87.1 *),Cytomegaloviral pancreatitis (K87.1*),1,0,*)
B,Other cytomegaloviral diseases,Other cytomegalovial diseases,1,0,Other cytomegalovi
B,Other cytomegaloviral diseases,Other cytomegalovial diseases,1,-1,r
B,Other cytomegaloviral diseases,Other cytomegalovial diseases,1,0,al diseases
B,"Cytomegaloviral disease, unspecified","Cytomegaloviral diseases, unspecified",1,0,Cytomegaloviral disease
B,"Cytomegaloviral disease, unspecified","Cytomegaloviral diseases, unspecified",1,1,s
B,"Cytomegaloviral disease, unspecified","Cytomegaloviral diseases, unspecified",1,0,", unspecified"
B,Mumps orchitis (N51.1 *),Mumps orchitis (N51.1*),1,0,Mumps orchitis (N51.1
B,Mumps orchitis (N51.1 *),Mumps orchitis (N51.1*),1,-1, 
B,Mumps orchitis (N51.1 *),Mumps orchitis (N51.1*),1,0,*)
B,Mumps meningitis (G02.0 *),Mumps meningitis (G02.0*),1,0,Mumps meningitis (G02.0
B,Mumps meningitis (G02.0 *),Mumps meningitis (G02.0*),1,-1, 
B,Mumps meningitis (G02.0 *),Mumps meningitis (G02.0*),1,0,*)
B,Mumps encephalitis (G05.1 *),Mumps encephalitis (G05.1*),1,0,Mumps encephalitis (G05.1
B,Mumps encephalitis (G05.1 *),Mumps encephalitis (G05.1*),1,-1, 
B,Mumps encephalitis (G05.1 *),Mumps encephalitis (G05.1*),1,0,*)
B,Mumps pancreatitis (K87.1 *),Mumps pancreatitis (K87.1),2,0,Mumps pancreatitis (K87.1
B,Mumps pancreatitis (K87.1 *),Mumps pancreatitis (K87.1),2,-1, *
B,Mumps pancreatitis (K87.1 *),Mumps pancreatitis (K87.1),2,0,)
B,Keratoconjunctivitis due to adenovirus (H19.2 *),Keratoconjunctivitis due to adenovirus (H19.2),2,0,Keratoconjunctivitis due to adenovirus (H19.2
B,Keratoconjunctivitis due to adenovirus (H19.2 *),Keratoconjunctivitis due to adenovirus (H19.2),2,-1, *
B,Keratoconjunctivitis due to adenovirus (H19.2 *),Keratoconjunctivitis due to adenovirus (H19.2),2,0,)
B,Conjunctivitis due to adenovirus (H13.1 *),Conjunctivitis due to adenovirus (H13.1),2,0,Conjunctivitis due to adenovirus (H13.1
B,Conjunctivitis due to adenovirus (H13.1 *),Conjunctivitis due to adenovirus (H13.1),2,-1, *
B,Conjunctivitis due to adenovirus (H13.1 *),Conjunctivitis due to adenovirus (H13.1),2,0,)
B,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1 *),Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1),2,0,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1
B,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1 *),Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1),2,-1, *
B,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1 *),Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1),2,0,)
B,Other viral conjunctivitis (H13.1 *),Other viral conjunctivitis (H13.1),2,0,Other viral conjunctivitis (H13.1
B,Other viral conjunctivitis (H13.1 *),Other viral conjunctivitis (H13.1),2,-1, *
B,Other viral conjunctivitis (H13.1 *),Other viral conjunctivitis (H13.1),2,0,)
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,0,Hantavirus (cardio
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,-1,-
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,0,)
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,1,-
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,0,pulmonary syndrome [HPS] [HCPS] (J17.1
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,-1, *
B,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1 *),Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J17.1),4,0,)
B,"Enterovirus infection, unspecified site","Enterovirus  infection, unspecified site",1,0,Enterovirus 
B,"Enterovirus infection, unspecified site","Enterovirus  infection, unspecified site",1,1, 
B,"Enterovirus infection, unspecified site","Enterovirus  infection, unspecified site",1,0,"infection, unspecified site"
B,"Coronavirus infection, unspecified site","Coronavirus  infection, unspecified site",1,0,Coronavirus 
B,"Coronavirus infection, unspecified site","Coronavirus  infection, unspecified site",1,1, 
B,"Coronavirus infection, unspecified site","Coronavirus  infection, unspecified site",1,0,"infection, unspecified site"
B,"Parvovirus infection, unspecified site","Parvovirus  infection, unspecified site",1,0,Parvovirus 
B,"Parvovirus infection, unspecified site","Parvovirus  infection, unspecified site",1,1, 
B,"Parvovirus infection, unspecified site","Parvovirus  infection, unspecified site",1,0,"infection, unspecified site"
B,"Papovavirus infection, unspecified site","Papovavirus  infection, unspecified site",1,0,Papovavirus 
B,"Papovavirus infection, unspecified site","Papovavirus  infection, unspecified site",1,1, 
B,"Papovavirus infection, unspecified site","Papovavirus  infection, unspecified site",1,0,"infection, unspecified site"
B,Other viral infections of unspecified site,Other viral  infections of unspecified site,1,0,Other viral 
B,Other viral infections of unspecified site,Other viral  infections of unspecified site,1,1, 
B,Other viral infections of unspecified site,Other viral  infections of unspecified site,1,0,infections of unspecified site
B,"Viral infection, unspecified","Viral infection, unpecified",1,0,"Viral infection, un"
B,"Viral infection, unspecified","Viral infection, unpecified",1,-1,s
B,"Viral infection, unspecified","Viral infection, unpecified",1,0,pecified
B,Candidiasis of vulva and vagina (N77.1 *),Candidiasis of vulva and vagina (N77.1*),1,0,Candidiasis of vulva and vagina (N77.1
B,Candidiasis of vulva and vagina (N77.1 *),Candidiasis of vulva and vagina (N77.1*),1,-1, 
B,Candidiasis of vulva and vagina (N77.1 *),Candidiasis of vulva and vagina (N77.1*),1,0,*)
B,Candidal meningitis (G02.1 *),Candidal meningitis (G02.1*),1,0,Candidal meningitis (G02.1
B,Candidal meningitis (G02.1 *),Candidal meningitis (G02.1*),1,-1, 
B,Candidal meningitis (G02.1 *),Candidal meningitis (G02.1*),1,0,*)
B,Candidal endocarditis (I39.8 *),Candidal endocarditis (I39.8*),1,0,Candidal endocarditis (I39.8
B,Candidal endocarditis (I39.8 *),Candidal endocarditis (I39.8*),1,-1, 
B,Candidal endocarditis (I39.8 *),Candidal endocarditis (I39.8*),1,0,*)
B,Chronic pulmonary coccidioidomycosis,Chronic  pulmonary coccidioidomycosis,1,0,Chronic 
B,Chronic pulmonary coccidioidomycosis,Chronic  pulmonary coccidioidomycosis,1,1, 
B,Chronic pulmonary coccidioidomycosis,Chronic  pulmonary coccidioidomycosis,1,0,pulmonary coccidioidomycosis
B,Coccidioidomycosis meningitis (G02.1 *),Coccidioidomycosis meningitis (G02.1*),1,0,Coccidioidomycosis meningitis (G02.1
B,Coccidioidomycosis meningitis (G02.1 *),Coccidioidomycosis meningitis (G02.1*),1,-1, 
B,Coccidioidomycosis meningitis (G02.1 *),Coccidioidomycosis meningitis (G02.1*),1,0,*)
B,Chronic pulmonary histoplasmosis capsulati,Chronic  pulmonary histoplasmosis capsulati,1,0,Chronic 
B,Chronic pulmonary histoplasmosis capsulati,Chronic  pulmonary histoplasmosis capsulati,1,1, 
B,Chronic pulmonary histoplasmosis capsulati,Chronic  pulmonary histoplasmosis capsulati,1,0,pulmonary histoplasmosis capsulati
B,Pulmonary sporotrichosis (J99.8 *),Pulmonary sporotrichosis [J99.8*],3,0,Pulmonary sporotrichosis 
B,Pulmonary sporotrichosis (J99.8 *),Pulmonary sporotrichosis [J99.8*],3,-1,(
B,Pulmonary sporotrichosis (J99.8 *),Pulmonary sporotrichosis [J99.8*],3,1,[
B,Pulmonary sporotrichosis (J99.8 *),Pulmonary sporotrichosis [J99.8*],3,0,J99.8
B,Pulmonary sporotrichosis (J99.8 *),Pulmonary sporotrichosis [J99.8*],3,-1, *)
B,Pulmonary sporotrichosis (J99.8 *),Pulmonary sporotrichosis [J99.8*],3,1,*]
B,Cutaneous leishmaniasis,Cutaneous leishamaniasis,1,0,Cutaneous leish
B,Cutaneous leishmaniasis,Cutaneous leishamaniasis,1,1,a
B,Cutaneous leishmaniasis,Cutaneous leishamaniasis,1,0,maniasis
B,Mucocutaneous leishmaniasis,Mucocutaneous leishamaniasis,1,0,Mucocutaneous leish
B,Mucocutaneous leishmaniasis,Mucocutaneous leishamaniasis,1,1,a
B,Mucocutaneous leishmaniasis,Mucocutaneous leishamaniasis,1,0,maniasis
B,"Leishmaniasis, unspecified","Leishamaniasis, unspecified",1,0,Leish
B,"Leishmaniasis, unspecified","Leishamaniasis, unspecified",1,1,a
B,"Leishmaniasis, unspecified","Leishamaniasis, unspecified",1,0,"maniasis, unspecified"
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,0,Acute Chagas
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,1,'
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,0, disease with heart involvement (I41.2
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,-1, *)
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,1,*
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,0,", "
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,-1,(
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,0,I98.1
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,-1," *, "
B,"Acute Chagas disease with heart involvement (I41.2 *), (I98.1 *, *)","Acute Chagas' disease with heart involvement (I41.2*, I98.1*)",8,0,*)
B,Acute Chagas disease without heart involvement,Acute Chagas' disease without heart involvement,1,0,Acute Chagas
B,Acute Chagas disease without heart involvement,Acute Chagas' disease without heart involvement,1,1,'
B,Acute Chagas disease without heart involvement,Acute Chagas' disease without heart involvement,1,0, disease without heart involvement
B,Chagas disease (chronic) with heart involvement,Chagas' disease (chronic) with heart involvement ,2,0,Chagas
B,Chagas disease (chronic) with heart involvement,Chagas' disease (chronic) with heart involvement ,2,1,'
B,Chagas disease (chronic) with heart involvement,Chagas' disease (chronic) with heart involvement ,2,0, disease (chronic) with heart involvement
B,Chagas disease (chronic) with heart involvement,Chagas' disease (chronic) with heart involvement ,2,1, 
B,Chagas disease (chronic) with digestive system involvement,Chagas' disease (chronic) with digestive system involvement,1,0,Chagas
B,Chagas disease (chronic) with digestive system involvement,Chagas' disease (chronic) with digestive system involvement,1,1,'
B,Chagas disease (chronic) with digestive system involvement,Chagas' disease (chronic) with digestive system involvement,1,0, disease (chronic) with digestive system involvement
B,Chagas disease (chronic) with nervous system involvement,Chagas' disease (chronic) with nervous system involvement,1,0,Chagas
B,Chagas disease (chronic) with nervous system involvement,Chagas' disease (chronic) with nervous system involvement,1,1,'
